
========== Training Begin ==========

** Initial learning rate: 0.000050 **

Epoch 14, Time 0.31017, Batch 9, Batch I/R Loss = 0.04449, Batch Direct Loss = 0.10155
Epoch 14, Time 0.23936, Batch 10, Batch I/R Loss = 0.01411, Batch Direct Loss = 0.03539

Epoch 14, Time 5.05249, Average I/R Loss = 0.03093, Average Direct Loss = 0.06841

Epoch 15, Time 1.26861, Batch 0, Batch I/R Loss = 0.04108, Batch Direct Loss = 0.07757
Epoch 15, Time 0.32014, Batch 1, Batch I/R Loss = 0.02406, Batch Direct Loss = 0.05624
Epoch 15, Time 0.46077, Batch 2, Batch I/R Loss = 0.05473, Batch Direct Loss = 0.12523
Epoch 15, Time 0.33510, Batch 3, Batch I/R Loss = 0.03078, Batch Direct Loss = 0.07568
Epoch 15, Time 0.51861, Batch 4, Batch I/R Loss = 0.02337, Batch Direct Loss = 0.05713
Epoch 15, Time 0.33411, Batch 5, Batch I/R Loss = 0.01781, Batch Direct Loss = 0.03871
Epoch 15, Time 0.49368, Batch 6, Batch I/R Loss = 0.02638, Batch Direct Loss = 0.06505
Epoch 15, Time 0.34009, Batch 7, Batch I/R Loss = 0.03986, Batch Direct Loss = 0.08846
Epoch 15, Time 0.36403, Batch 8, Batch I/R Loss = 0.00743, Batch Direct Loss = 0.01775
Epoch 15, Time 0.30718, Batch 9, Batch I/R Loss = 0.01499, Batch Direct Loss = 0.03383
Epoch 15, Time 0.23836, Batch 10, Batch I/R Loss = 0.00303, Batch Direct Loss = 0.00511

Epoch 15, Time 5.07742, Average I/R Loss = 0.02577, Average Direct Loss = 0.05825

Epoch 16, Time 1.23769, Batch 0, Batch I/R Loss = 0.03965, Batch Direct Loss = 0.08669
Epoch 16, Time 0.38896, Batch 1, Batch I/R Loss = 0.03394, Batch Direct Loss = 0.07697
Epoch 16, Time 0.43583, Batch 2, Batch I/R Loss = 0.03193, Batch Direct Loss = 0.06037
Epoch 16, Time 0.40591, Batch 3, Batch I/R Loss = 0.03769, Batch Direct Loss = 0.09132
Epoch 16, Time 0.45877, Batch 4, Batch I/R Loss = 0.03923, Batch Direct Loss = 0.08741
Epoch 16, Time 0.39395, Batch 5, Batch I/R Loss = 0.01051, Batch Direct Loss = 0.02507
Epoch 16, Time 0.44182, Batch 6, Batch I/R Loss = 0.04036, Batch Direct Loss = 0.07145
Epoch 16, Time 0.41489, Batch 7, Batch I/R Loss = 0.12775, Batch Direct Loss = 0.27050
Epoch 16, Time 0.31915, Batch 8, Batch I/R Loss = 0.03297, Batch Direct Loss = 0.05936
Epoch 16, Time 0.30917, Batch 9, Batch I/R Loss = 0.03605, Batch Direct Loss = 0.07651
Epoch 16, Time 0.23936, Batch 10, Batch I/R Loss = 0.03357, Batch Direct Loss = 0.07084

Epoch 16, Time 5.09936, Average I/R Loss = 0.04215, Average Direct Loss = 0.08877

Epoch 17, Time 1.21874, Batch 0, Batch I/R Loss = 0.05056, Batch Direct Loss = 0.11078
Epoch 17, Time 0.42287, Batch 1, Batch I/R Loss = 0.01782, Batch Direct Loss = 0.03685
Epoch 17, Time 0.46376, Batch 2, Batch I/R Loss = 0.01269, Batch Direct Loss = 0.02868
Epoch 17, Time 0.33909, Batch 3, Batch I/R Loss = 0.05950, Batch Direct Loss = 0.13510
Epoch 17, Time 0.48371, Batch 4, Batch I/R Loss = 0.05939, Batch Direct Loss = 0.12948
Epoch 17, Time 0.33012, Batch 5, Batch I/R Loss = 0.01923, Batch Direct Loss = 0.04535
Epoch 17, Time 0.48869, Batch 6, Batch I/R Loss = 0.07299, Batch Direct Loss = 0.15570
Epoch 17, Time 0.31416, Batch 7, Batch I/R Loss = 0.01479, Batch Direct Loss = 0.03257
Epoch 17, Time 0.35705, Batch 8, Batch I/R Loss = 0.02923, Batch Direct Loss = 0.06986
Epoch 17, Time 0.30917, Batch 9, Batch I/R Loss = 0.01252, Batch Direct Loss = 0.02315
Epoch 17, Time 0.23836, Batch 10, Batch I/R Loss = 0.02838, Batch Direct Loss = 0.04736

Epoch 17, Time 5.12529, Average I/R Loss = 0.03428, Average Direct Loss = 0.07408

Epoch 18, Time 1.20478, Batch 0, Batch I/R Loss = 0.02288, Batch Direct Loss = 0.05063
Epoch 18, Time 0.42885, Batch 1, Batch I/R Loss = 0.04535, Batch Direct Loss = 0.10563
Epoch 18, Time 0.40657, Batch 2, Batch I/R Loss = 0.04170, Batch Direct Loss = 0.09618
Epoch 18, Time 0.44043, Batch 3, Batch I/R Loss = 0.00633, Batch Direct Loss = 0.01078
Epoch 18, Time 0.32657, Batch 4, Batch I/R Loss = 0.03845, Batch Direct Loss = 0.07939
Epoch 18, Time 0.53112, Batch 5, Batch I/R Loss = 0.02963, Batch Direct Loss = 0.06820
Epoch 18, Time 0.32805, Batch 6, Batch I/R Loss = 0.03422, Batch Direct Loss = 0.07735
Epoch 18, Time 0.46996, Batch 7, Batch I/R Loss = 0.01198, Batch Direct Loss = 0.02900
Epoch 18, Time 0.32805, Batch 8, Batch I/R Loss = 0.02231, Batch Direct Loss = 0.05006
Epoch 18, Time 0.31243, Batch 9, Batch I/R Loss = 0.02772, Batch Direct Loss = 0.05202
Epoch 18, Time 0.24994, Batch 10, Batch I/R Loss = 0.01985, Batch Direct Loss = 0.04270

Epoch 18, Time 5.22717, Average I/R Loss = 0.02731, Average Direct Loss = 0.06018

Epoch 19, Time 1.23409, Batch 0, Batch I/R Loss = 0.02747, Batch Direct Loss = 0.05505
Epoch 19, Time 0.43427, Batch 1, Batch I/R Loss = 0.02617, Batch Direct Loss = 0.05972
Epoch 19, Time 0.39053, Batch 2, Batch I/R Loss = 0.04073, Batch Direct Loss = 0.09309
Epoch 19, Time 0.43740, Batch 3, Batch I/R Loss = 0.06968, Batch Direct Loss = 0.15614
Epoch 19, Time 0.37491, Batch 4, Batch I/R Loss = 0.03143, Batch Direct Loss = 0.06854
Epoch 19, Time 0.46864, Batch 5, Batch I/R Loss = 0.02331, Batch Direct Loss = 0.05454
Epoch 19, Time 0.40615, Batch 6, Batch I/R Loss = 0.01878, Batch Direct Loss = 0.04202
Epoch 19, Time 0.48426, Batch 7, Batch I/R Loss = 0.10548, Batch Direct Loss = 0.22238
Epoch 19, Time 0.38894, Batch 8, Batch I/R Loss = 0.05187, Batch Direct Loss = 0.11766
Epoch 19, Time 0.30019, Batch 9, Batch I/R Loss = 0.02482, Batch Direct Loss = 0.04290
Epoch 19, Time 0.23432, Batch 10, Batch I/R Loss = 0.02515, Batch Direct Loss = 0.05921

Epoch 19, Time 5.28766, Average I/R Loss = 0.04045, Average Direct Loss = 0.08829

Epoch 20, Time 1.18722, Batch 0, Batch I/R Loss = 0.01040, Batch Direct Loss = 0.02310
Epoch 20, Time 0.43740, Batch 1, Batch I/R Loss = 0.03647, Batch Direct Loss = 0.08574
Epoch 20, Time 0.43740, Batch 2, Batch I/R Loss = 0.02029, Batch Direct Loss = 0.04703
Epoch 20, Time 0.45302, Batch 3, Batch I/R Loss = 0.01642, Batch Direct Loss = 0.03036
Epoch 20, Time 0.43740, Batch 4, Batch I/R Loss = 0.01748, Batch Direct Loss = 0.04241
Epoch 20, Time 0.43740, Batch 5, Batch I/R Loss = 0.06145, Batch Direct Loss = 0.13498
Epoch 20, Time 0.34367, Batch 6, Batch I/R Loss = 0.01262, Batch Direct Loss = 0.02957
Epoch 20, Time 0.43740, Batch 7, Batch I/R Loss = 0.02780, Batch Direct Loss = 0.05382
Epoch 20, Time 0.37491, Batch 8, Batch I/R Loss = 0.07378, Batch Direct Loss = 0.16619
Epoch 20, Time 0.31242, Batch 9, Batch I/R Loss = 0.02590, Batch Direct Loss = 0.05837
Epoch 20, Time 0.23432, Batch 10, Batch I/R Loss = 0.04729, Batch Direct Loss = 0.10109

Epoch 20, Time 5.26439, Average I/R Loss = 0.03181, Average Direct Loss = 0.07024

Epoch 21, Time 1.24971, Batch 0, Batch I/R Loss = 0.01690, Batch Direct Loss = 0.03812
Epoch 21, Time 0.46864, Batch 1, Batch I/R Loss = 0.03122, Batch Direct Loss = 0.07290
Epoch 21, Time 0.45302, Batch 2, Batch I/R Loss = 0.04087, Batch Direct Loss = 0.08758
Epoch 21, Time 0.42177, Batch 3, Batch I/R Loss = 0.01453, Batch Direct Loss = 0.03402
Epoch 21, Time 0.51550, Batch 4, Batch I/R Loss = 0.01327, Batch Direct Loss = 0.03064
